Txhash,Blockno,UnixTimestamp,DateTime,From,To,Quantity
0x4814aecec4bb3c9485c7d6187caabdd7a57b9a9c4b765a7ee08fdd85cd593283,7599555,1555695522,4/19/2019 5:38:42 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0x427d5153f778c3c46e8097b98ddaa9519c0c55b6,315528.51025467
0xfa2f57574cef0bf5db489eb490ed9d03c812e47acbfdb4fe6848ef4818ac6a8e,7599635,1555696454,4/19/2019 5:54:14 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0xc8e001ba338d77f5a24f14119fb6e99d8893bbec,14178.70431888
0xd59eaa1ae9872d9df070486b5352dc9af1508f1e1d04671bc69d7387207cd357,7600188,1555704263,4/19/2019 8:04:23 PM,0x82c1ad324373d701678dc659dc646e9dc1827eb2,0xa32b4ad5b5ac4258c36b4404369b9e7c95566de8,1586235.58878175
0xb2fa19ba26119965d650eb4a474a560c502aa1044ae9da01baa61170c37ccbe5,7600502,1555708380,4/19/2019 9:13:00 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0x1f7aec4d54ce1aae84c8807be57998a3b9913a8e,1020
0xa7459839ba856a4d4e1c39310d434d5b31b0bdca204a292837bf1518961db95a,7600677,1555710535,4/19/2019 9:48:55 PM,0x27839f35294a43db7352e780ac0fdd90c12d823b,0xa2fb1b8873eff98cb2824c289554cb5a5dd5c91b,23467.8793
0xcdf2d7df20a1240e999aeec107326e77e34254f7476cf78aae5d6038772c64d2,7601174,1555717355,4/19/2019 11:42:35 PM,0xa2fb1b8873eff98cb2824c289554cb5a5dd5c91b,0x689c56aef474df92d44a1b70850f808488f9769c,23467.8793
0x0108e82a50888fbcca19febc934b6cb9822c1e58c49e72c97bdf52b435eaec12,7601399,1555720551,4/20/2019 12:35:51 AM,0x2b5634c42055806a59e9107ed44d43c426e58258,0x2ed3797c71fd32c452f8e08c044144b456d357cb,13426.76393613
0x37b1d4750a1bf68c1ee39a5354d67c41487dee5c5f7f2a05355d86e7104fcccb,7602580,1555736211,4/20/2019 4:56:51 AM,0xa6542bc827d99ae12a857165d2b3c7b5cb9453e3,0xc2b7952fa9ffd553b939a184a1464c27b1799b42,125683
0x0e95d0270c6edd7fb1cfd9496aa9440219117a3e0d789c7dffd906c506d74cac,7602815,1555739133,4/20/2019 5:45:33 AM,0x8caee3c0a14db7d7c4cf91adb5d39030693bbe31,0x4004a57a3de29e7bdd06faa4678ce2f04b98260a,168.05271462
0x4a69020114287cd944ebe2d4dc8c4d64c84eaefe570bcd55533b4eef5d34f9c0,7604490,1555762491,4/20/2019 12:14:51 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0x465f7bc2cea09c12a8e464d4f3ee03a5de4527f1,346.238189
0x6158d93b36c40741b7304a6b99abea3e5f7b974c28906d593696ee604ba967ca,7604915,1555768386,4/20/2019 1:53:06 PM,0xd1b36a4146c0724c28738225f281fddd3beb4e54,0x3f9a4df5743026708fd769b03c4045662129e22c,17000
0x4a7859c774e08ab0deecd71d4b87d06553e5771ecb787af62640bb922b922069,7605059,1555770207,4/20/2019 2:23:27 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0xacc809607ebd9de9f07272491ee4826af5eb4337,2259.365207
0x13335a95dc500e4a3c8d7d0450cf393946e0b1e06642296cd70057f29ad0eddb,7605135,1555771321,4/20/2019 2:42:01 PM,0xacc809607ebd9de9f07272491ee4826af5eb4337,0x215e5d03fc348f9b21ff47768d9ad21d06c1c5d6,2259.36521399
0x906d337c2fa6e0779d5aeb91f633b57d2548a34b2ad84ebb9d42a34e19650c18,7605218,1555772527,4/20/2019 3:02:07 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0xabfb11cd8954babf095cda897ebb44a92b87e3b1,1963.29999999
0x9855e31bbe6d4d8c1d8654d8dc060035ce06be1d29c6a98f20a46f7dc7580a04,7605251,1555773161,4/20/2019 3:12:41 PM,0x7b18fece3c926ca3bc921bf045f8b4ed4d255dbb,0xa92f53b808b81aef123a9a5a17fc06ed8f3cc657,238.0289
0x06e895e721c3738f3dd9cdec6277fa6366b010b0b78488bb19d11aad0d7ad1b6,7605637,1555778581,4/20/2019 4:43:01 PM,0xa92f53b808b81aef123a9a5a17fc06ed8f3cc657,0x689c56aef474df92d44a1b70850f808488f9769c,238.0289
0xa5877c489d88d437f5dc9a7cd4e4dc13019934fbcef1bab979094c66d996290c,7605637,1555778581,4/20/2019 4:43:01 PM,0x3f9a4df5743026708fd769b03c4045662129e22c,0x689c56aef474df92d44a1b70850f808488f9769c,17000
0x46efc203449a586ce1ce798498e37befbccd396536543ccfa825e8813fe7b0cd,7605648,1555778716,4/20/2019 4:45:16 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0x29813856a84d417b664b28704abbc68ed8b5847c,29080.54234393
0x65950c4a624fa83721316507dd173485fa17c2d11e9594f5b9ba6f4cc187621f,7605668,1555779087,4/20/2019 4:51:27 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0x427d5153f778c3c46e8097b98ddaa9519c0c55b6,6846.54614233
0x2b5d6be86b3380cb7e847a43b6c976cbf24084386a40264069245968a96bec7f,7605750,1555780255,4/20/2019 5:10:55 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0xb4234bd2d5dd221d8d4f731db1a63faf0286a624,53204.377252
0x479730125ce29b77fbb4471936fd7567721896048599c572d03d416918b5a583,7606391,1555788672,4/20/2019 7:31:12 PM,0xc5f8fb2adeaab70d7d5ad390a60a35a8c95785c2,0x1ce785e3407a1e7bbfb548e62ad1ea3df2e396a2,20779.8
0xae37765e7f52573743ef75884080bb78f15e46e3feaac7a3d55da1f985a1836d,7606474,1555789615,4/20/2019 7:46:55 PM,0x1ce785e3407a1e7bbfb548e62ad1ea3df2e396a2,0x274f3c32c90517975e29dfc209a23f315c1e5fc7,20779.8
0xe213e34f906b9e4cfdc257f77fb13610d1f908fd23ee11a4a0f96a101d827b58,7606495,1555789932,4/20/2019 7:52:12 PM,0x274f3c32c90517975e29dfc209a23f315c1e5fc7,0xffd4799be7c57130e9c9f87f47b2de20119b430b,20724.8505
0x73c7f8ff3cfa9aff9325d37f3312d5b0f63a3c22c0c86d2efc7195d3eba13352,7606706,1555792901,4/20/2019 8:41:41 PM,0xffd4799be7c57130e9c9f87f47b2de20119b430b,0x689c56aef474df92d44a1b70850f808488f9769c,20724.8505
0x0b5b8c9dcf5f89e2ebae798ac6b4037fff318a02889849efac20743c03edcf0d,7607722,1555806207,4/21/2019 12:23:27 AM,0x2b5634c42055806a59e9107ed44d43c426e58258,0x0322209303f3678a00cd7954738acafaaf0f48c5,113464.88543038
0xed85727f7e46b644be2ab41f9fd08e9dfaa73c4b61e706cd7e153292f84dc405,7607833,1555807716,4/21/2019 12:48:36 AM,0x45ab2d169c54443d0a4c5df1b606375cdfa6a204,0xcfaa8024c2bd6b7c63af7b2d823b0dcef430aced,1797.7
0x79155debf939f6b1c0535f2b00e7606da39702c3a772b234a6128f4000b015fb,7608843,1555821768,4/21/2019 4:42:48 AM,0xcfaa8024c2bd6b7c63af7b2d823b0dcef430aced,0x689c56aef474df92d44a1b70850f808488f9769c,1797.7
0x92f67ff87829805b3b009b11ff92adf5a67b5b913e2348c1b8e016be325ff613,7609997,1555836950,4/21/2019 8:55:50 AM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0x7659afa68f66e30ef51be018d0121c4ac9146a40,1000
0x4d3d3ead2d80f20b2c912554e90d2e41d1fae3bc39e80dbc8574de46412e5130,7610000,1555837014,4/21/2019 8:56:54 AM,0x7659afa68f66e30ef51be018d0121c4ac9146a40,0x1550d41be3651686e1aeeea073d8d403d0bd2e30,1000
0x63bf8373094787f6dc6ff68cd9715a92eaffd9ca269f1335693aba8226d5016d,7610029,1555837428,4/21/2019 9:03:48 AM,0x274f3c32c90517975e29dfc209a23f315c1e5fc7,0x665cf8e03e1c2677a68efe44af8e5dc73e25d4ed,133.3482
0x1390b9691b0c6f3ff21b05c86d0f994b12b5d5b5d7834d76bce92451b1b090f6,7610083,1555837990,4/21/2019 9:13:10 AM,0x2b5634c42055806a59e9107ed44d43c426e58258,0x13ec3f7bca98a1d586a9a8e0c4b0eb796427db91,25034.7
0x439df853a0f15c7df9ff0a771ebae9060a40991030ef46dd9d7634a50b39c675,7610623,1555845054,4/21/2019 11:10:54 AM,0xe79eef9b9388a4ff70ed7ec5bccd5b928ebb8bd1,0x1c7d7495499d5958fb468fc9304a25f1c44d08db,4259.763
0x8e36e5ea473f40fbebbc9418e38a218010f531295fce0e6f5a0b53708ce518d5,7610754,1555846924,4/21/2019 11:42:04 AM,0x1c7d7495499d5958fb468fc9304a25f1c44d08db,0x689c56aef474df92d44a1b70850f808488f9769c,4259.763
0x6a69ecb886803aa8eb78cc218303317715af2aa3f935ccb14300a9fad2629711,7611050,1555850800,4/21/2019 12:46:40 PM,0xe4508dec60145f876527ede21eff63eedf03ac7d,0x46e28909275ce4cb04a6f9049b1f5bfa3b9f6aae,2339.9995803
0xb2f5be95233bd5a08a8b373d4dbc52365f4f3af52dd1f5675d5a2cf91ea9b075,7611127,1555851659,4/21/2019 1:00:59 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0xbfeb0c3dab86b2a4e1bbd9f6bebbaf69847f7988,12674.71664
0x50855e4f4875e842b30a3f2159f692bcc9c8133c44d6ce14692055af2beaf6f5,7611226,1555852962,4/21/2019 1:22:42 PM,0x2b5634c42055806a59e9107ed44d43c426e58258,0xbfeb0c3dab86b2a4e1bbd9f6bebbaf69847f7988,1867.326129
0x91016fc3ccc1ab0cabbed8c3f6462f86c54f1b1f04d2dff0107eef397723e27e,7611644,1555858500,4/21/2019 2:55:00 PM,0x9b5cd327077376881c9e42d32a2057168bebc7ce,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,16.1499
0xb35e1e081cf4e2b49f670e0fce7a61a628dbd607dc85f1d96cf2d7ad0c789995,7611886,1555861689,4/21/2019 3:48:09 PM,0x5c05f57c0821915ec3566e275a25675fb1eb5c0e,0xd2ff72c03ad5204cd84bf265ba04c26d45ba49bc,16790
0x88c5682706f6f2ed16c07129d6f70a2e22319a9bdbd0af3206a24daed98bd816,7612451,1555869369,4/21/2019 5:56:09 PM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0xb3d8ab962cba81b923d9f4dcb56864e1d0e20a4e,614.12719614
0x486e9b381bb3b7af66002a2e40aef3aeb233e27288d385afc3365ad6a5fe5543,7612451,1555869369,4/21/2019 5:56:09 PM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0x4548924d19db97b955498621577314a2f0aa900b,1250
0x8a8016cae07ff5d9ab3314af5e08e3ec4ced25ea469e1e8859dbeb86eb1eb1b4,7612451,1555869369,4/21/2019 5:56:09 PM,0xb3d8ab962cba81b923d9f4dcb56864e1d0e20a4e,0xa2345c7db212ab9c478b1c206fb9b14c0e7c11c7,614.06578342
0x8a8016cae07ff5d9ab3314af5e08e3ec4ced25ea469e1e8859dbeb86eb1eb1b4,7612451,1555869369,4/21/2019 5:56:09 PM,0xa2345c7db212ab9c478b1c206fb9b14c0e7c11c7,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,614.06578342
0x55ba49d74e19efe2c7521e1d72b77e7b704ba3f9e17acfd7a4f0972e284f8130,7612461,1555869623,4/21/2019 6:00:23 PM,0x4548924d19db97b955498621577314a2f0aa900b,0x1550d41be3651686e1aeeea073d8d403d0bd2e30,1250
0xed537205789380d8f41811814400f23fb631c73e211ea8ec976516a47edd3fce,7612998,1555876586,4/21/2019 7:56:26 PM,0x14e56cf9e6257475f9b6310adc98865fc24d6504,0xaabcc2a86d6abf7b55154c1c88d9d7024c0ce839,11457.385735
0xecddb57a045992d2a5b0bb6c20505f3614af3f9e99f46dacbcbda29733b211b0,7613214,1555879338,4/21/2019 8:42:18 PM,0xaabcc2a86d6abf7b55154c1c88d9d7024c0ce839,0x689c56aef474df92d44a1b70850f808488f9769c,11457.385735
0xf6a4fc8a8fd0de478dd8a3ebc9fa547a802eb00c27bda25d0f2d62a880488da2,7613403,1555882083,4/21/2019 9:28:03 PM,0x03ef490d7befbe0fbb1e56af9f4cda3a7f8a7e28,0x78a42467fcaa3c0f76c10bb3551b7c1d241a89e4,2350
0x75c83c2bfab469939eaf8feece0f9db741adcf0a2e2b0feef3e1be9bf6ead559,7613458,1555882962,4/21/2019 9:42:42 PM,0x78a42467fcaa3c0f76c10bb3551b7c1d241a89e4,0x689c56aef474df92d44a1b70850f808488f9769c,2350
0xa2cde16e002c57f5e89aa7f3143ea8519dfb2116aecb2f89d19fdfdfdc0a0d1b,7613701,1555886205,4/21/2019 10:36:45 PM,0xba0e95a462905d45e819cdcba3a43b30f778e8cf,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,60
0x4d0269b215a04e8271ac18b90209ae619a28c23edee1af714546dea05e054c03,7614526,1555897546,4/22/2019 1:45:46 AM,0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,0x03d509fd2dd159cff15dd9ed45878158ac6847dc,3887.35391714
0x049be6b5398e8c213109d5fc3e8e6273760a97853259f47fa394547e83d9e505,7614529,1555897575,4/22/2019 1:46:15 AM,0x03d509fd2dd159cff15dd9ed45878158ac6847dc,0x21236fef212ccc74153a48fc8be0394834f6818b,3887
0x769c7d8ef3698731666b5afc9376e1ec3fa38118023a8e74390c3c3a85c244b3,7614539,1555897741,4/22/2019 1:49:01 AM,0x274f3c32c90517975e29dfc209a23f315c1e5fc7,0x475f69388cae9df30f1ef45f676dcf971c4e38cc,38933.5347
0x2f3817a9b4aba75c48b7a2b2ef4e70a301cb3003b3ebc9041a56a9780a534e7d,7614744,1555900929,4/22/2019 2:42:09 AM,0x21236fef212ccc74153a48fc8be0394834f6818b,0x689c56aef474df92d44a1b70850f808488f9769c,3887
0xfa0f6b44e208f7695757d85fbc0128843764a5f7d3ed2d56479ba5d2d5daaddf,7614744,1555900929,4/22/2019 2:42:09 AM,0x475f69388cae9df30f1ef45f676dcf971c4e38cc,0x689c56aef474df92d44a1b70850f808488f9769c,38933.5347
0xb7aa63c916fe01887b656ffa170db9b010f57c0a2b23aec7cf95dab84e45c24f,7615043,1555904593,4/22/2019 3:43:13 AM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0x4548924d19db97b955498621577314a2f0aa900b,850
0x1685f9daae8d0214fee5b84a6f818e97f4ec22df7d30450c957bd144e7e8335c,7615046,1555904649,4/22/2019 3:44:09 AM,0x4548924d19db97b955498621577314a2f0aa900b,0x1550d41be3651686e1aeeea073d8d403d0bd2e30,850
0x59ba66e56109651bcff8e3e96d80743571c0aa1f7944f8b26a835762a6c3a47b,7615451,1555909681,4/22/2019 5:08:01 AM,0xc2b7952fa9ffd553b939a184a1464c27b1799b42,0x38480927fe8056574e972fdd98258e98545df4a6,31990.286114
0xafb7913c0985c1af1e4930ad00c8f148575aca1c8acea97338d269cee3f936ab,7615451,1555909681,4/22/2019 5:08:01 AM,0xa2800a40a668591f174570e7114180fc4b35e5b7,0xc2b7952fa9ffd553b939a184a1464c27b1799b42,31990.286114
0x2b8fc9e2060345d0ea3a91517d2872f3b6b55e15287c12235d4251089b1ce2f2,7615689,1555912982,4/22/2019 6:03:02 AM,0xe79eef9b9388a4ff70ed7ec5bccd5b928ebb8bd1,0x6f0cbe802cdf96473249cf289a5e55e9286e0c77,1994.16142
0xc93c28b9ad901d57d66447733d6c387673e05a878970e761e1e0d1e0fa73a1ab,7615766,1555914078,4/22/2019 6:21:18 AM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0xb958a8f59ac6145851729f73c7a6968311d8b633,603.08335003
0x54ebeaf01b331a2b5f2e231f6688d9b5c928f04583fbe3c5e1db19a9abb62257,7615766,1555914078,4/22/2019 6:21:18 AM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0x4548924d19db97b955498621577314a2f0aa900b,2000
0x41b50cba4a04343838da180ac5d3524edb99da628bb91d0ef2c0aa038d6ce09e,7615766,1555914078,4/22/2019 6:21:18 AM,0xb958a8f59ac6145851729f73c7a6968311d8b633,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,603.08335003
0x2f9351f6d83b844ca836e968770d9bca921abb258b74bb5217bb1b1204a1863f,7615771,1555914106,4/22/2019 6:21:46 AM,0x4548924d19db97b955498621577314a2f0aa900b,0x1550d41be3651686e1aeeea073d8d403d0bd2e30,2000
0x14045523f582e0db3c6f840eb6b80ca7abf31a8c0b5986cfa5118850d21c0e0b,7615864,1555915330,4/22/2019 6:42:10 AM,0x6f0cbe802cdf96473249cf289a5e55e9286e0c77,0x689c56aef474df92d44a1b70850f808488f9769c,1994.16142
0xac948227dac5da2f40e61455e6c14ae0d341d9fe05e95e04067ee59c36e5c894,7615867,1555915368,4/22/2019 6:42:48 AM,0x38480927fe8056574e972fdd98258e98545df4a6,0x689c56aef474df92d44a1b70850f808488f9769c,31990.286114
0x29536bcfb32d50fabc40718ba89cd009defab660e15f3d6125566f8fca07bd2f,7615937,1555916259,4/22/2019 6:57:39 AM,0xf4a14010acbe82428516415a117b157b59cc6bb3,0x8e9105faa94b440d78574df88cb3e562c9a210f7,58227.4451
0xd68a9cca8119857c0c03698cb174f14d64c50204976722bcaba5790780a3661e,7615957,1555916497,4/22/2019 7:01:37 AM,0xe79eef9b9388a4ff70ed7ec5bccd5b928ebb8bd1,0x1c7d7495499d5958fb468fc9304a25f1c44d08db,2964.22081
0x1a1739a58078a228b62ebc47eb22055153a8d61e9f5d5d5016335a6f99e68f28,7615990,1555916996,4/22/2019 7:09:56 AM,0x0bd67dab3b3050d74c139796e9f00d8329299b22,0x32b8ab3513b5ad8ec07b40743a051680065ffafe,30000
0x2f125224b5c16e40ff014326871ca4f8c34d79192f4cd85ba8d8cc0345577b8b,7616112,1555918598,4/22/2019 7:36:38 AM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0x4548924d19db97b955498621577314a2f0aa900b,1100
0xef6547fcb611cf6b35dbcde6fdda6e22dc89820c13030b009cf9a081d18740bc,7616112,1555918598,4/22/2019 7:36:38 AM,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,0x85c5c26dc2af5546341fc1988b9d178148b4838b,999.91427869
0xef6547fcb611cf6b35dbcde6fdda6e22dc89820c13030b009cf9a081d18740bc,7616112,1555918598,4/22/2019 7:36:38 AM,0x85c5c26dc2af5546341fc1988b9d178148b4838b,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,999.91427869
0x95b3ac97a6bdc8091d9acb3bbf2e693dea1d0fc50d9fe6d487a99b28de04f445,7616123,1555918737,4/22/2019 7:38:57 AM,0x4548924d19db97b955498621577314a2f0aa900b,0x1550d41be3651686e1aeeea073d8d403d0bd2e30,1100
0xd609b0ca90dc419e41091b6607f863220045dd2944dbb47a3a44190a96a11589,7616137,1555918933,4/22/2019 7:42:13 AM,0x1c7d7495499d5958fb468fc9304a25f1c44d08db,0x689c56aef474df92d44a1b70850f808488f9769c,2964.22081
0x267c5196abc93a2832f397ec428d7551194a71740d259db3456a45a596004311,7616189,1555919636,4/22/2019 7:53:56 AM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0xb3d8ab962cba81b923d9f4dcb56864e1d0e20a4e,565.56934107
0xd187f03d11feb6d6d46fcc80c6db4cc3cc80f47672530e8b468e866fc6aa2a90,7616189,1555919636,4/22/2019 7:53:56 AM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0x4548924d19db97b955498621577314a2f0aa900b,1000
0x081cbb69b122ba106d3d945ae75a9a031786450f55dbdbd812155b089f2f0b75,7616189,1555919636,4/22/2019 7:53:56 AM,0xb3d8ab962cba81b923d9f4dcb56864e1d0e20a4e,0xa2345c7db212ab9c478b1c206fb9b14c0e7c11c7,565.51278414
0x081cbb69b122ba106d3d945ae75a9a031786450f55dbdbd812155b089f2f0b75,7616189,1555919636,4/22/2019 7:53:56 AM,0xa2345c7db212ab9c478b1c206fb9b14c0e7c11c7,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,565.51278414
0x34146e13978142915e0d9115ac2cca2c46fea9b903eda45b36274535c3f46712,7616192,1555919650,4/22/2019 7:54:10 AM,0x4548924d19db97b955498621577314a2f0aa900b,0x1550d41be3651686e1aeeea073d8d403d0bd2e30,1000
0x2d0e2a2b8f05f182f6bf52788403cfd1317958a03538c503e4d1044aa2d950d3,7616196,1555919726,4/22/2019 7:55:26 AM,0x1550d41be3651686e1aeeea073d8d403d0bd2e30,0xe49917e8f14b6191cef24a8b82d12b1d0c6f4c8f,8200
0x959d0cc3bb7b983ef666a05f10f209692aea56838ca1ce0243249f4a10283155,7616264,1555920617,4/22/2019 8:10:17 AM,0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,0x03d509fd2dd159cff15dd9ed45878158ac6847dc,1688.62950556
0xa32aec36146f05762f905e1046935e281b9d3ff2d1827497cfb4de0bb744900e,7616265,1555920629,4/22/2019 8:10:29 AM,0xe79eef9b9388a4ff70ed7ec5bccd5b928ebb8bd1,0x1c7d7495499d5958fb468fc9304a25f1c44d08db,1725.85739
0x627bed1f62472b55ab1b91dd3492ac48768193b30fa06442e8d7fc2e327cbe89,7616267,1555920659,4/22/2019 8:10:59 AM,0x0bd67dab3b3050d74c139796e9f00d8329299b22,0x32b8ab3513b5ad8ec07b40743a051680065ffafe,20000
0x43cf071c820a30ec34c756e24cee62592ca2104159b69e31f705c78c9535de2e,7616268,1555920660,4/22/2019 8:11:00 AM,0x03d509fd2dd159cff15dd9ed45878158ac6847dc,0x21236fef212ccc74153a48fc8be0394834f6818b,1689
0x578d97621f8bf0a1e5b477116cca2e164772d5ff91b0598f2b5d3fdc079977bd,7616376,1555922214,4/22/2019 8:36:54 AM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0xb3d8ab962cba81b923d9f4dcb56864e1d0e20a4e,553.8312615
0xa1ae2ce2ab22371b64176c99fddf641a30255b85ea58406c647517fe59f5f4e1,7616377,1555922216,4/22/2019 8:36:56 AM,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,0x4548924d19db97b955498621577314a2f0aa900b,1250
0x8fb2ff4d4d0ccbe50b4e364f099f8ad359e675aad8a7466f45db324e3548fefd,7616377,1555922216,4/22/2019 8:36:56 AM,0xb3d8ab962cba81b923d9f4dcb56864e1d0e20a4e,0xa2345c7db212ab9c478b1c206fb9b14c0e7c11c7,553.77587837
0x8fb2ff4d4d0ccbe50b4e364f099f8ad359e675aad8a7466f45db324e3548fefd,7616377,1555922216,4/22/2019 8:36:56 AM,0xa2345c7db212ab9c478b1c206fb9b14c0e7c11c7,0x394e524b47a3ab3d3327f7ff6629dc378c1494a3,553.77587837
0x197d99078d5606d85aa2ec5cbcfd3b71bf687cd48be5f58af6910597ad298a26,7616383,1555922288,4/22/2019 8:38:08 AM,0x4548924d19db97b955498621577314a2f0aa900b,0x1550d41be3651686e1aeeea073d8d403d0bd2e30,1250
0xc87008c99f7da835164c62b422fe6ee9250cb237b5dfc92bbc5876af611c31cd,7616397,1555922538,4/22/2019 8:42:18 AM,0x1c7d7495499d5958fb468fc9304a25f1c44d08db,0x689c56aef474df92d44a1b70850f808488f9769c,1725.85739
0x953022e2db31e2cbbf70fe4f8f23b13565b9da423359d90b2e9ecd1f86e603fd,7616397,1555922538,4/22/2019 8:42:18 AM,0x21236fef212ccc74153a48fc8be0394834f6818b,0x689c56aef474df92d44a1b70850f808488f9769c,1689
0x30e8a303413d3eac3f261c06c03fd3b77b7a76190296a6e10b522699d1f9bb6a,7616397,1555922538,4/22/2019 8:42:18 AM,0x32b8ab3513b5ad8ec07b40743a051680065ffafe,0x689c56aef474df92d44a1b70850f808488f9769c,50000
0xb0647c8ed1ebb845f2dea321cd7c41392d837b28e3787e4c9d1dcb4358964849,7616402,1555922568,4/22/2019 8:42:48 AM,0x8e9105faa94b440d78574df88cb3e562c9a210f7,0x689c56aef474df92d44a1b70850f808488f9769c,58227.4451
0x430954ce51ebf25a016e2ab60fbc8e141e1616c97bb5326d470cae9ffa7ec05b,7616453,1555923419,4/22/2019 8:56:59 AM,0x2b5634c42055806a59e9107ed44d43c426e58258,0x12f50cf19a0d1fd591d503cc16863110acefa3e7,10632.550081
